trial_id,time_total_s,dataset,optimizer,act_funct,n_units,n_hidden_layers,dropout,batch_size,metric,metric type/class,metric value
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Macro,0.5726590156555176
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Description,0.0
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Sintomas,0.4711111187934875
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Causas,0.1165919303894043
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,FactoresRiesgo,0.3756613731384277
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Complicaciones,0.159090906381607
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Prevencion,0.4000000059604645
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Diagnostico,0.6696035265922546
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Recall,Tratamiento,0.5866666436195374
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Description,0.0
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Sintomas,0.7114093899726868
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Causas,0.6341463327407837
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,FactoresRiesgo,0.6339285969734192
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Complicaciones,0.6363636255264282
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Prevencion,0.7868852615356445
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Diagnostico,0.8128342032432556
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,Precision,Tratamiento,0.8048780560493469
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Description,0.0
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Sintomas,0.5668449234422477
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Causas,0.1969696996003197
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,FactoresRiesgo,0.4717608024262941
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Complicaciones,0.2545454502105713
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Prevencion,0.5303867491227265
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Diagnostico,0.7342995096149931
4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,F-Score,Tratamiento,0.6786632262374989
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,loss,,1.201622486114502
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,categorical_accuracy,,0.5600247383117676
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Weighted,0.5496896505355835
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Micro,0.5600247383117676
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Macro,0.5462779998779297
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Description,0.0
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Sintomas,0.5111111402511597
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Causas,0.076233185827732
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,FactoresRiesgo,0.3492063581943512
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Complicaciones,0.1022727265954017
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Prevencion,0.4083333313465118
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Diagnostico,0.7048457860946655
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Recall,Tratamiento,0.6222222447395325
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Description,0.0
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Sintomas,0.6969696879386902
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Causas,0.5666666626930237
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,FactoresRiesgo,0.6226415038108826
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Complicaciones,0.5806451439857483
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Prevencion,0.765625
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Diagnostico,0.7804877758026123
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,Precision,Tratamiento,0.790960431098938
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Description,0.0
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Sintomas,0.5897436059085568
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Causas,0.1343873547298351
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,FactoresRiesgo,0.4474576330452052
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Complicaciones,0.1739130417227692
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Prevencion,0.5326086939620611
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Diagnostico,0.7407407116959962
e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,F-Score,Tratamiento,0.6965174189480138
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,loss,,1.1730780601501465
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,categorical_accuracy,,0.5686880946159363
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Weighted,0.5623618960380554
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Micro,0.5686880946159363
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Macro,0.560448169708252
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Description,0.0
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Sintomas,0.5911111235618591
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Causas,0.0986547097563743
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,FactoresRiesgo,0.3227513134479522
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Complicaciones,0.159090906381607
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Prevencion,0.4166666567325592
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Diagnostico,0.6828193664550781
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Recall,Tratamiento,0.6177777647972107
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Description,0.0
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Sintomas,0.7228260636329651
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Causas,0.5789473652839661
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,FactoresRiesgo,0.6489361524581909
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Complicaciones,0.5600000023841858
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Prevencion,0.746268630027771
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Diagnostico,0.8115183115005493
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,Precision,Tratamiento,0.8475610017776489
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Description,0.0
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Sintomas,0.6503667462614015
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Causas,0.1685823771507989
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,FactoresRiesgo,0.4310953941438868
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Complicaciones,0.2477876075666506
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Prevencion,0.534759343255084
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Diagnostico,0.74162677887314
3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,F-Score,Tratamiento,0.7146529569150403
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,loss,,1.2804012298583984
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,categorical_accuracy,,0.5377475023269653
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Weighted,0.5289086103439331
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Micro,0.5377475023269653
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Macro,0.5261620283126831
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Description,0.0
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Sintomas,0.3600000143051147
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Causas,0.0403587445616722
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,FactoresRiesgo,0.2910052835941314
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Complicaciones,0.0568181835114955
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Prevencion,0.324999988079071
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Diagnostico,0.6431717872619629
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Recall,Tratamiento,0.5377777814865112
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Description,0.0
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Sintomas,0.801980197429657
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Causas,0.6000000238418579
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,FactoresRiesgo,0.6111111044883728
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Complicaciones,0.6666666865348816
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Prevencion,0.75
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Diagnostico,0.7978141903877258
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,Precision,Tratamiento,0.8287671208381653
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Description,0.0
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Sintomas,0.4969325288527298
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Causas,0.075630252583568
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,FactoresRiesgo,0.3942652247946914
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Complicaciones,0.1047120450054787
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Prevencion,0.4534883604880084
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Diagnostico,0.712195103482644
9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,F-Score,Tratamiento,0.6522911070907791
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,loss,,1.102534532546997
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,categorical_accuracy,,0.5990098714828491
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Weighted,0.5963108539581299
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Micro,0.5990098714828491
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Macro,0.5925571322441101
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Description,0.0
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Sintomas,0.644444465637207
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Causas,0.188340812921524
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,FactoresRiesgo,0.417989432811737
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Complicaciones,0.1363636404275894
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Prevencion,0.4833333194255829
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Diagnostico,0.700440526008606
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Recall,Tratamiento,0.7511110901832581
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Description,0.0
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Sintomas,0.7671957612037659
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Causas,0.5833333134651184
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,FactoresRiesgo,0.681034505367279
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Complicaciones,0.6000000238418579
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Prevencion,0.8055555820465088
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Diagnostico,0.8548387289047241
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,Precision,Tratamiento,0.8492462038993835
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Description,0.0
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Sintomas,0.7004831018091823
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Causas,0.284745766912442
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,FactoresRiesgo,0.5180328048092484
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Complicaciones,0.2222222292537715
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Prevencion,0.6041666632518167
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Diagnostico,0.7699757931380882
1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,F-Score,Tratamiento,0.7971697875261095
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,loss,,2.04807448387146
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,categorical_accuracy,,0.198019802570343
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Weighted,0.1273511052131652
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Micro,0.198019802570343
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Macro,0.1134212836623191
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Description,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Sintomas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Causas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,FactoresRiesgo,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Complicaciones,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Prevencion,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Diagnostico,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Recall,Tratamiento,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Description,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Sintomas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Causas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,FactoresRiesgo,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Complicaciones,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Prevencion,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Diagnostico,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,Precision,Tratamiento,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Description,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Sintomas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Causas,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,FactoresRiesgo,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Complicaciones,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Prevencion,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Diagnostico,0.0
4358fb06,25.14521765708924,LDA,Adamax,relu,4,3,0.3,16,F-Score,Tratamiento,0.0
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,loss,,1.106269121170044
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,categorical_accuracy,,0.593440592288971
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Weighted,0.5907955169677734
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Micro,0.593440592288971
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Macro,0.5872666835784912
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Description,0.0
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Sintomas,0.6266666650772095
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Causas,0.1793721914291381
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,FactoresRiesgo,0.4391534328460693
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Complicaciones,0.1420454531908035
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Prevencion,0.4749999940395355
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Diagnostico,0.6740087866783142
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Recall,Tratamiento,0.7333333492279053
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Description,0.0
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Sintomas,0.7621621489524841
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Causas,0.6557376980781555
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,FactoresRiesgo,0.6484375
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Complicaciones,0.5681818127632141
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Prevencion,0.7808219194412231
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Diagnostico,0.8895348906517029
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,Precision,Tratamiento,0.8549222946166992
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Description,0.0
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Sintomas,0.6878048717124627
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Causas,0.2816901329629148
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,FactoresRiesgo,0.5236593015095073
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Complicaciones,0.2272727251052856
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Prevencion,0.5906735709882998
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Diagnostico,0.7669172803410381
a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,F-Score,Tratamiento,0.7894736997417657
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,loss,,1.1763930320739746
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,categorical_accuracy,,0.573019802570343
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,F-Score,Weighted,0.5610694885253906
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,F-Score,Micro,0.573019802570343
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,F-Score,Macro,0.5588840842247009
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Description,0.0
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Sintomas,0.5822222232818604
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Causas,0.094170406460762
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,FactoresRiesgo,0.354497343301773
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Complicaciones,0.0795454531908035
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Prevencion,0.3833333253860473
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Diagnostico,0.691629946231842
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Recall,Tratamiento,0.6577777862548828
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Description,0.0
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Sintomas,0.7318435907363892
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Causas,0.6000000238418579
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,FactoresRiesgo,0.6504854559898376
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Complicaciones,0.6363636255264282
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Prevencion,0.7796609997749329
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Diagnostico,0.8177083134651184
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,Precision,Tratamiento,0.845714271068573
301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,F-Score,Description,0.0
