trial_id,time_total_s,dataset,optimizer,n_units_gru,bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,stacked_gru_layers,second_layer_bidirectional,metric,metric type/class,metric value
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Description,0.8571428656578064
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Sintomas,0.9555555582046508
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Causas,0.8744394779205322
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,FactoresRiesgo,0.920634925365448
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Complicaciones,0.7954545617103577
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Prevencion,0.9333333373069764
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Diagnostico,0.9691630005836488
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Recall,Tratamiento,0.951111137866974
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Description,0.9209302067756652
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Sintomas,0.9388646483421326
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Causas,0.8552631735801697
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,FactoresRiesgo,0.9405405521392822
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Complicaciones,0.8917197585105896
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Prevencion,0.9105691313743592
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Diagnostico,0.9865471124649048
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,Precision,Tratamiento,0.9427312612533568
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Description,0.8878923692671409
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Sintomas,0.9471365751112988
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Causas,0.8647450269458035
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,FactoresRiesgo,0.9304812915145716
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Complicaciones,0.8408408558300203
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Prevencion,0.9218107146872304
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Diagnostico,0.9777777937070822
0a737a40,1366.814383506775,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,2,0.35,32,False,,F-Score,Tratamiento,0.946902659915026
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,loss,,0.309800773859024
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,categorical_accuracy,,0.9201732873916626
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Weighted,0.920101284980774
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Micro,0.9201733469963074
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Macro,0.9181491732597352
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Description,0.8917748928070068
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Sintomas,0.9555555582046508
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Causas,0.8609865307807922
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,FactoresRiesgo,0.920634925365448
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Complicaciones,0.8295454382896423
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Prevencion,0.925000011920929
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Diagnostico,0.9559471607208252
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Recall,Tratamiento,0.9644444584846495
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Description,0.8691983222961426
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Sintomas,0.926724135875702
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Causas,0.918660283088684
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,FactoresRiesgo,0.9405405521392822
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Complicaciones,0.9240506291389464
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Prevencion,0.8880000114440918
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Diagnostico,0.9819004535675048
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,Precision,Tratamiento,0.9434782862663268
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Description,0.8803418860045175
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Sintomas,0.9409190374240168
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Causas,0.8888888783307058
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,FactoresRiesgo,0.9304812915145716
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Complicaciones,0.8742514862900179
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Prevencion,0.9061224606572366
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Diagnostico,0.968750012929228
63c847d8,1007.187690258026,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.35,32,False,,F-Score,Tratamiento,0.9538461736918158
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,loss,,0.3941891491413116
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,categorical_accuracy,,0.8836633563041687
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Weighted,0.8834493160247803
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Micro,0.8836632966995239
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Macro,0.8795861005783081
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Description,0.8051947951316833
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Sintomas,0.946666657924652
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Causas,0.8071748614311218
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,FactoresRiesgo,0.9100528955459596
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Complicaciones,0.7045454382896423
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Prevencion,0.8500000238418579
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Diagnostico,0.9779735803604126
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Recall,Tratamiento,0.9200000166893004
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Description,0.8651162981987
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Sintomas,0.9551569223403932
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Causas,0.8035714030265808
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,FactoresRiesgo,0.950276255607605
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Complicaciones,0.8857142925262451
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Prevencion,0.8292682766914368
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Diagnostico,0.982300877571106
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,Precision,Tratamiento,0.903930127620697
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Description,0.8340807209802795
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Sintomas,0.9508928386928104
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Causas,0.8053691015156472
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,FactoresRiesgo,0.9297297281483996
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Complicaciones,0.7848101191710934
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Prevencion,0.8395061762735182
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Diagnostico,0.980132452721016
81644750,974.075701713562,Doc2Vec_Little,Adamax,64,True,True,relu,32.0,2,0.35,32,False,,F-Score,Tratamiento,0.9118942796042306
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,loss,,0.3334619998931885
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,categorical_accuracy,,0.9003713130950928
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Weighted,0.9000169038772583
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Micro,0.9003713130950928
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Macro,0.8959400653839111
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Description,0.8354978561401367
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Sintomas,0.9333333373069764
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Causas,0.9147982001304626
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,FactoresRiesgo,0.8994709253311157
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Complicaciones,0.7386363744735718
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Prevencion,0.8666666746139526
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Diagnostico,0.9559471607208252
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Recall,Tratamiento,0.9422222375869752
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Description,0.9103773832321168
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Sintomas,0.945945918560028
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Causas,0.8644067645072937
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,FactoresRiesgo,0.8854166865348816
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Complicaciones,0.8333333134651184
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Prevencion,0.8965517282485962
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Diagnostico,0.990867555141449
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,Precision,Tratamiento,0.9464285969734192
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Description,0.8713318510002913
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Sintomas,0.9395973039400436
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Causas,0.8888888779746252
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,FactoresRiesgo,0.8923884742620216
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Complicaciones,0.7831325274383159
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Prevencion,0.8813559382991248
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Diagnostico,0.9730941709759132
368ca9fc,2251.560512781143,Doc2Vec_Little,Adamax,16,True,False,,,0,0.3,32,False,,F-Score,Tratamiento,0.9443207331271064
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,loss,,0.3213610649108886
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,categorical_accuracy,,0.9077970385551452
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Weighted,0.9077656269073486
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Micro,0.9077970385551452
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Macro,0.906753659248352
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Description,0.8484848737716675
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Sintomas,0.946666657924652
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Causas,0.865470826625824
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,FactoresRiesgo,0.920634925365448
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Complicaciones,0.8238636255264282
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Prevencion,0.925000011920929
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Diagnostico,0.9515418410301208
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Recall,Tratamiento,0.9333333373069764
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Description,0.9074074029922484
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Sintomas,0.9342105388641356
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Causas,0.850220263004303
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,FactoresRiesgo,0.920634925365448
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Complicaciones,0.9006211161613464
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Prevencion,0.9098360538482666
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Diagnostico,0.9686098694801332
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,Precision,Tratamiento,0.9502262473106384
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Description,0.8769575058514508
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Sintomas,0.9403973530376224
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Causas,0.8577777646382648
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,FactoresRiesgo,0.920634925365448
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Complicaciones,0.860534117872393
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Prevencion,0.9173553718031204
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Diagnostico,0.959999997292036
8a4a2624,1307.3233523368835,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,False,,F-Score,Tratamiento,0.941704039353944
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,loss,,0.4073701500892639
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,categorical_accuracy,,0.9053217768669128
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,F-Score,Weighted,0.9053777456283568
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,F-Score,Micro,0.9053217768669128
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,F-Score,Macro,0.905253291130066
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Description,0.8181818127632141
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Sintomas,0.946666657924652
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Causas,0.8430493474006653
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,FactoresRiesgo,0.9365079402923584
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Complicaciones,0.8238636255264282
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Prevencion,0.8999999761581421
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Diagnostico,0.9603524208068848
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Recall,Tratamiento,0.9333333373069764
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Precision,Description,0.84375
b5d1ca2a,2252.5692636966705,Doc2Vec_Big,Adamax,64,False,False,relu,64.0,1,0.4,32,False,,Precision,Sintomas,0.9508928656578064
